Run	OUT_Run
SRR16915452	SRR16915452_land_Abundance
SRR23345829	SRR23345829_land_Not
SRR13153532	SRR13153532_aqua_Abundance
SRR10363839	SRR10363839_land_Abundance
SRR8127604	SRR8127604_land_Abundance
SRR17118820	SRR17118820_aqua_Not
SRR22315509	SRR22315509_land_Abundance
SRR3087207	SRR3087207_land_Not
SRR20079033	SRR20079033_land_Abundance
SRR5494301	SRR5494301_aqua_Abundance
SRR16797978	SRR16797978_land_Abundance
SRR9691034	SRR9691034_aqua_Abundance
SRR12886464	SRR12886464_aqua_Not
SRR15400736	SRR15400736_aqua_Abundance
SRR24079436	SRR24079436_aqua_Abundance
SRR17118861	SRR17118861_aqua_Abundance
ERR3609904	ERR3609904_land_Not
SRR2080312	SRR2080312_land_Not
SRR21705863	SRR21705863_aqua_Abundance
SRR132000	SRR132000_aqua_Not
SRR9166111	SRR9166111_land_Not
SRR1351539	SRR1351539_aqua_Not
SRR6942514	SRR6942514_land_Abundance
SRR17938973	SRR17938973_land_Abundance
SRR13452042	SRR13452042_land_Abundance
SRR9691052	SRR9691052_aqua_Abundance
SRR21860271	SRR21860271_land_Abundance
SRR12949764	SRR12949764_aqua_Not
SRR17204924	SRR17204924_land_Abundance
SRR3499629	SRR3499629_land_Not
SRR8127622	SRR8127622_land_Abundance
SRR23684457	SRR23684457_aqua_Abundance
SRR11457942	SRR11457942_aqua_Not
SRR17940155	SRR17940155_aqua_Abundance
SRR24079423	SRR24079423_aqua_Not
SRR13153462	SRR13153462_aqua_Abundance
SRR17204942	SRR17204942_land_Abundance
SRR5198901	SRR5198901_aqua_Abundance
SRR20746693	SRR20746693_aqua_Abundance
SRR10484996	SRR10484996_aqua_Not
SRR6960546	SRR6960546_land_Not
SRR10586134	SRR10586134_land_Abundance
SRR22703645	SRR22703645_land_Abundance
SRR1654795	SRR1654795_aqua_Not
SRR4142418	SRR4142418_land_Abundance
SRR6987550	SRR6987550_land_Not
SRR12887235	SRR12887235_aqua_Not
SRR20746682	SRR20746682_aqua_Abundance
SRR21373925	SRR21373925_land_Abundance
SRR13882926	SRR13882926_land_Abundance
SRR22703654	SRR22703654_land_Abundance
SRR15530475	SRR15530475_aqua_Abundance
SRR10097246	SRR10097246_aqua_Not
SRR14511838	SRR14511838_aqua_Abundance
SRR4140276	SRR4140276_land_Abundance
SRR5198900	SRR5198900_aqua_Abundance
SRR21860283	SRR21860283_land_Abundance
SRR16156434	SRR16156434_aqua_Not
SRR7497727	SRR7497727_aqua_Abundance
SRR5494549	SRR5494549_aqua_Abundance
SRR13153344	SRR13153344_aqua_Abundance
SRR23913141	SRR23913141_land_Abundance
SRR23315094	SRR23315094_aqua_Abundance
SRR11837216	SRR11837216_aqua_Abundance
SRR10586133	SRR10586133_land_Abundance
SRR23986799	SRR23986799_aqua_Not
SRR2080287	SRR2080287_land_Not
SRR13153334	SRR13153334_aqua_Abundance
SRR12887234	SRR12887234_aqua_Not
SRR23684460	SRR23684460_aqua_Abundance
SRR17863203	SRR17863203_aqua_Not
SRR1320020	SRR1320020_aqua_Not
SRR20140224	SRR20140224_aqua_Not
SRR13388585	SRR13388585_aqua_Not
SRR10375808	SRR10375808_aqua_Abundance
SRR11271801	SRR11271801_land_Abundance
SRR23684491	SRR23684491_aqua_Abundance
SRR12886461	SRR12886461_aqua_Not
SRR13200029	SRR13200029_aqua_Not
SRR12418379	SRR12418379_aqua_Abundance
SRR14681580	SRR14681580_aqua_Not
SRR17041389	SRR17041389_land_Abundance
SRR10420869	SRR10420869_aqua_Not
SRR14301304	SRR14301304_land_Abundance
SRR15530479	SRR15530479_aqua_Abundance
SRR22256700	SRR22256700_aqua_Abundance
SRR14458755	SRR14458755_land_Abundance
SRR22703652	SRR22703652_land_Abundance
SRR8543604	SRR8543604_land_Not
SRR11271808	SRR11271808_land_Abundance
SRR12059193	SRR12059193_aqua_Not
SRR22541065	SRR22541065_land_Abundance
SRR11837214	SRR11837214_aqua_Abundance
SRR8543790	SRR8543790_land_Not
SRR20046043	SRR20046043_aqua_Not
SRR7976142	SRR7976142_land_Abundance
SRR15532679	SRR15532679_aqua_Abundance
SRR18106134	SRR18106134_aqua_Not
SRR24044316	SRR24044316_land_Abundance
SRR8543692	SRR8543692_land_Not
SRR10968271	SRR10968271_aqua_Abundance
SRR10968272	SRR10968272_aqua_Abundance
SRR24079429	SRR24079429_aqua_Not
SRR13816153	SRR13816153_aqua_Abundance
SRR12481288	SRR12481288_land_Not
SRR2031388	SRR2031388_aqua_Not
SRR5817590	SRR5817590_aqua_Abundance
SRR20746697	SRR20746697_aqua_Abundance
SRR9166108	SRR9166108_land_Abundance
SRR10375098	SRR10375098_aqua_Not
SRR6689528	SRR6689528_land_Not
SRR16798125	SRR16798125_land_Abundance
ERR2529201	ERR2529201_aqua_Not
SRR15646753	SRR15646753_land_Abundance
SRR21120497	SRR21120497_aqua_Abundance
SRR6053195	SRR6053195_land_Not
SRR10836662	SRR10836662_aqua_Not
SRR7299214	SRR7299214_land_Abundance
SRR23247697	SRR23247697_land_Not
SRR13153498	SRR13153498_aqua_Abundance
SRR23064070	SRR23064070_aqua_Not
SRR18177718	SRR18177718_land_Not
SRR11582165	SRR11582165_aqua_Not
SRR23315086	SRR23315086_aqua_Abundance
SRR12418381	SRR12418381_aqua_Abundance
SRR8543779	SRR8543779_land_Not
SRR18694243	SRR18694243_aqua_Abundance
ERR3597782	ERR3597782_land_Not
SRR17541634	SRR17541634_aqua_Abundance
SRR17041404	SRR17041404_land_Not
SRR8543666	SRR8543666_land_Not
ERR4179825	ERR4179825_land_Not
SRR23345823	SRR23345823_land_Not
SRR21705864	SRR21705864_aqua_Abundance
SRR6053198	SRR6053198_land_Not
SRR8127600	SRR8127600_land_Abundance
SRR11582142	SRR11582142_aqua_Not
SRR10968273	SRR10968273_aqua_Abundance
SRR12068625	SRR12068625_aqua_Not
SRR23913140	SRR23913140_land_Abundance
SRR6485349	SRR6485349_land_Abundance
SRR7974395	SRR7974395_land_Abundance
SRR6987780	SRR6987780_land_Not
SRR19161321	SRR19161321_land_Abundance
SRR12886463	SRR12886463_aqua_Not
SRR19039919	SRR19039919_land_Abundance
SRR16798074	SRR16798074_land_Not
SRR24044302	SRR24044302_land_Abundance
SRR7778155	SRR7778155_land_Abundance
ERR3609926	ERR3609926_land_Not
SRR20140228	SRR20140228_aqua_Not
SRR14517507	SRR14517507_land_Not
SRR9691032	SRR9691032_aqua_Abundance
SRR15947149	SRR15947149_land_Abundance
SRR14760936	SRR14760936_aqua_Not
SRR5210210	SRR5210210_aqua_Abundance
SRR5817587	SRR5817587_aqua_Abundance
SRR20746692	SRR20746692_aqua_Abundance
ERR3609912	ERR3609912_land_Not
SRR5277367	SRR5277367_land_Not
SRR13153387	SRR13153387_aqua_Not
SRR15400734	SRR15400734_aqua_Abundance
SRR22315501	SRR22315501_land_Abundance
SRR13503366	SRR13503366_aqua_Not
SRR9691045	SRR9691045_aqua_Abundance
SRR6053205	SRR6053205_land_Not
SRR3989412	SRR3989412_aqua_Not
SRR20241693	SRR20241693_aqua_Abundance
SRR17401453	SRR17401453_aqua_Abundance
SRR12605074	SRR12605074_aqua_Not
SRR18064549	SRR18064549_aqua_Not
SRR7082972	SRR7082972_land_Abundance
SRR6958719	SRR6958719_land_Abundance
SRR14511883	SRR14511883_aqua_Not
SRR24044294	SRR24044294_land_Abundance
SRR7974393	SRR7974393_land_Abundance
SRR8449813	SRR8449813_land_Abundance
SRR14458712	SRR14458712_land_Abundance
SRR20242062	SRR20242062_aqua_Abundance
SRR10420868	SRR10420868_aqua_Not
SRR23247695	SRR23247695_land_Not
SRR8449827	SRR8449827_land_Not
SRR17938979	SRR17938979_land_Abundance
SRR8127596	SRR8127596_land_Not
SRR23684545	SRR23684545_aqua_Abundance
SRR6505091	SRR6505091_land_Not
SRR7082969	SRR7082969_land_Not
SRR14458751	SRR14458751_land_Abundance
SRR10072859	SRR10072859_aqua_Abundance
SRR21430010	SRR21430010_aqua_Abundance
SRR11582156	SRR11582156_aqua_Not
SRR16936464	SRR16936464_aqua_Not
SRR18595299	SRR18595299_land_Abundance
SRR14140302	SRR14140302_land_Abundance
SRR23247660	SRR23247660_land_Not
SRR21705880	SRR21705880_aqua_Abundance
SRR13684272	SRR13684272_aqua_Not
SRR23135033	SRR23135033_land_Abundance
SRR16798010	SRR16798010_land_Abundance
SRR15646758	SRR15646758_land_Abundance
SRR21860282	SRR21860282_land_Abundance
SRR6491179	SRR6491179_land_Not
SRR10363849	SRR10363849_land_Abundance
SRR15400730	SRR15400730_aqua_Abundance
SRR24079458	SRR24079458_aqua_Abundance
SRR10968147	SRR10968147_aqua_Abundance
SRR22703653	SRR22703653_land_Abundance
SRR14454020	SRR14454020_aqua_Abundance
SRR8543702	SRR8543702_land_Not
SRR13337055	SRR13337055_aqua_Not
SRR7976143	SRR7976143_land_Abundance
SRR20746680	SRR20746680_aqua_Abundance
SRR23345826	SRR23345826_land_Not
SRR24044326	SRR24044326_land_Abundance
SRR13515397	SRR13515397_aqua_Not
SRR10363847	SRR10363847_land_Abundance
SRR21294694	SRR21294694_aqua_Not
SRR8379594	SRR8379594_land_Abundance
SRR1582690	SRR1582690_aqua_Not
SRR21373922	SRR21373922_land_Abundance
SRR11582147	SRR11582147_aqua_Not
SRR7903765	SRR7903765_aqua_Abundance
SRR13684274	SRR13684274_aqua_Not
SRR9016294	SRR9016294_land_Not
SRR8127601	SRR8127601_land_Abundance
SRR11734649	SRR11734649_aqua_Abundance
SRR23985294	SRR23985294_aqua_Abundance
SRR7067822	SRR7067822_aqua_Abundance
SRR8127621	SRR8127621_land_Abundance
SRR8543691	SRR8543691_land_Not
SRR5468417	SRR5468417_aqua_Abundance
SRR19888814	SRR19888814_aqua_Not
SRR11343835	SRR11343835_aqua_Not
SRR20140225	SRR20140225_aqua_Not
SRR22804967	SRR22804967_aqua_Abundance
SRR15668620	SRR15668620_aqua_Not
SRR24044291	SRR24044291_land_Abundance
SRR5580900	SRR5580900_aqua_Abundance
SRR12059201	SRR12059201_aqua_Not
SRR14517508	SRR14517508_land_Not
SRR17041384	SRR17041384_land_Not
SRR16915457	SRR16915457_land_Abundance
SRR16915472	SRR16915472_land_Abundance
SRR10145194	SRR10145194_land_Not
SRR17938970	SRR17938970_land_Abundance
SRR6689520	SRR6689520_land_Not
SRR15214132	SRR15214132_aqua_Not
SRR20396283	SRR20396283_aqua_Not
SRR11400156	SRR11400156_aqua_Not
SRR23684554	SRR23684554_aqua_Abundance
SRR10968149	SRR10968149_aqua_Abundance
SRR15530474	SRR15530474_aqua_Abundance
SRR21487739	SRR21487739_aqua_Not
SRR23315101	SRR23315101_aqua_Abundance
SRR6053207	SRR6053207_land_Not
SRR15530466	SRR15530466_aqua_Abundance
SRR23684543	SRR23684543_aqua_Abundance
SRR6484325	SRR6484325_land_Abundance
SRR7082967	SRR7082967_land_Abundance
SRR11400158	SRR11400158_aqua_Not
SRR11582173	SRR11582173_aqua_Not
SRR13153453	SRR13153453_aqua_Abundance
SRR13816155	SRR13816155_aqua_Abundance
SRR22541064	SRR22541064_land_Abundance
SRR10018917	SRR10018917_aqua_Not
SRR18106142	SRR18106142_aqua_Not
SRR11128412	SRR11128412_land_Abundance
SRR14454016	SRR14454016_aqua_Abundance
SRR18106138	SRR18106138_aqua_Not
SRR21856588	SRR21856588_aqua_Abundance
SRR6713629	SRR6713629_land_Abundance
SRR1615641	SRR1615641_aqua_Not
SRR14865841	SRR14865841_aqua_Abundance
SRR16156440	SRR16156440_aqua_Not
SRR21619497	SRR21619497_aqua_Not
SRR11582143	SRR11582143_aqua_Not
SRR1503977	SRR1503977_aqua_Not
SRR17041395	SRR17041395_land_Abundance
SRR23026126	SRR23026126_land_Abundance
SRR11582140	SRR11582140_aqua_Not
SRR11582158	SRR11582158_aqua_Not
SRR9691051	SRR9691051_aqua_Abundance
SRR8127638	SRR8127638_land_Abundance
SRR17710034	SRR17710034_land_Abundance
SRR14458741	SRR14458741_land_Abundance
SRR16028405	SRR16028405_aqua_Abundance
SRR24044301	SRR24044301_land_Abundance
SRR24044299	SRR24044299_land_Abundance
SRR1447730	SRR1447730_aqua_Not
SRR23345831	SRR23345831_land_Not
SRR8127642	SRR8127642_land_Abundance
SRR21430008	SRR21430008_aqua_Abundance
SRR7082978	SRR7082978_land_Abundance
SRR15677241	SRR15677241_aqua_Abundance
SRR16156417	SRR16156417_aqua_Not
SRR1615640	SRR1615640_aqua_Not
SRR15400733	SRR15400733_aqua_Abundance
SRR1615642	SRR1615642_aqua_Not
SRR9166127	SRR9166127_land_Abundance
SRR13153270	SRR13153270_aqua_Abundance
SRR14301316	SRR14301316_land_Abundance
SRR10072857	SRR10072857_aqua_Abundance
SRR21705884	SRR21705884_aqua_Abundance
SRR16915451	SRR16915451_land_Abundance
SRR24044324	SRR24044324_land_Abundance
SRR23985142	SRR23985142_aqua_Abundance
SRR11023993	SRR11023993_aqua_Not
SRR22703649	SRR22703649_land_Abundance
SRR24044295	SRR24044295_land_Abundance
SRR20079014	SRR20079014_land_Abundance
SRR6960544	SRR6960544_land_Not
SRR17938967	SRR17938967_land_Abundance
SRR9691050	SRR9691050_aqua_Abundance
SRR16915454	SRR16915454_land_Abundance
SRR13512339	SRR13512339_aqua_Not
SRR12883923	SRR12883923_aqua_Not
SRR10063240	SRR10063240_aqua_Not
SRR6484787	SRR6484787_land_Not
SRR140019	SRR140019_aqua_Not
SRR10917426	SRR10917426_land_Abundance
SRR22703655	SRR22703655_land_Abundance
SRR20140227	SRR20140227_aqua_Not
SRR13153331	SRR13153331_aqua_Abundance
SRR6484322	SRR6484322_land_Not
SRR10156266	SRR10156266_aqua_Not
SRR3988414	SRR3988414_aqua_Not
SRR6490523	SRR6490523_land_Not
SRR4142459	SRR4142459_land_Abundance
SRR9016296	SRR9016296_land_Not
SRR5271165	SRR5271165_land_Not
SRR9166122	SRR9166122_land_Abundance
SRR8449812	SRR8449812_land_Not
SRR22870114	SRR22870114_land_Abundance
SRR17938969	SRR17938969_land_Abundance
SRR18336085	SRR18336085_aqua_Not
SRR8127616	SRR8127616_land_Abundance
SRR11271806	SRR11271806_land_Abundance
SRR11837428	SRR11837428_aqua_Abundance
SRR14699520	SRR14699520_aqua_Not
SRR14511923	SRR14511923_aqua_Abundance
SRR11837389	SRR11837389_aqua_Abundance
SRR11582172	SRR11582172_aqua_Not
SRR19760118	SRR19760118_aqua_Not
SRR3992316	SRR3992316_land_Not
SRR7498056	SRR7498056_aqua_Abundance
SRR9691042	SRR9691042_aqua_Abundance
SRR23684527	SRR23684527_aqua_Abundance
SRR8127631	SRR8127631_land_Abundance
SRR10968158	SRR10968158_aqua_Abundance
SRR23318459	SRR23318459_aqua_Not
SRR17036899	SRR17036899_land_Abundance
SRR8543603	SRR8543603_land_Not
SRR19760114	SRR19760114_aqua_Not
SRR19039920	SRR19039920_land_Abundance
SRR2161949	SRR2161949_aqua_Not
SRR14161892	SRR14161892_aqua_Abundance
SRR201402	SRR201402_aqua_Not
SRR3087222	SRR3087222_land_Not
SRR8543789	SRR8543789_land_Not
SRR11582153	SRR11582153_aqua_Not
SRR14454002	SRR14454002_aqua_Abundance
SRR5580901	SRR5580901_aqua_Abundance
SRR14454012	SRR14454012_aqua_Abundance
SRR24044332	SRR24044332_land_Abundance
SRR1566861	SRR1566861_aqua_Not
SRR12418382	SRR12418382_aqua_Abundance
SRR7778153	SRR7778153_land_Abundance
SRR19888801	SRR19888801_aqua_Not
SRR12888148	SRR12888148_aqua_Not
ERR3609894	ERR3609894_land_Not
SRR17938971	SRR17938971_land_Abundance
SRR19039923	SRR19039923_land_Abundance
SRR21619490	SRR21619490_aqua_Not
SRR23604823	SRR23604823_aqua_Abundance
SRR17589675	SRR17589675_aqua_Not
SRR14511922	SRR14511922_aqua_Abundance
SRR10420855	SRR10420855_aqua_Not
SRR7082981	SRR7082981_land_Abundance
SRR5198902	SRR5198902_aqua_Abundance
SRR12068624	SRR12068624_aqua_Abundance
ERR3403597	ERR3403597_aqua_Not
SRR1521412	SRR1521412_aqua_Not
SRR21203432	SRR21203432_land_Abundance
SRR13153389	SRR13153389_aqua_Not
SRR22804965	SRR22804965_aqua_Abundance
SRR18694247	SRR18694247_aqua_Abundance
SRR22315505	SRR22315505_land_Abundance
SRR15214120	SRR15214120_aqua_Not
SRR22505815	SRR22505815_aqua_Not
SRR17204948	SRR17204948_land_Abundance
SRR23050986	SRR23050986_aqua_Not
SRR16798123	SRR16798123_land_Abundance
SRR7976231	SRR7976231_land_Abundance
SRR9166116	SRR9166116_land_Not
SRR4140277	SRR4140277_land_Abundance
SRR8127623	SRR8127623_land_Abundance
ERR3609901	ERR3609901_land_Not
SRR15510187	SRR15510187_aqua_Not
SRR1810614	SRR1810614_aqua_Not
SRR24044311	SRR24044311_land_Abundance
SRR6987545	SRR6987545_land_Not
SRR14458747	SRR14458747_land_Abundance
SRR6713631	SRR6713631_land_Abundance
SRR10916587	SRR10916587_land_Abundance
SRR17204926	SRR17204926_land_Abundance
SRR23345832	SRR23345832_land_Not
SRR5278468	SRR5278468_land_Not
SRR16547339	SRR16547339_aqua_Abundance
SRR15214126	SRR15214126_aqua_Not
ERR2234938	ERR2234938_land_Abundance
SRR20140223	SRR20140223_aqua_Not
ERR3597790	ERR3597790_land_Not
SRR13515396	SRR13515396_aqua_Not
SRR11837300	SRR11837300_aqua_Abundance
SRR3087215	SRR3087215_land_Not
SRR10420866	SRR10420866_aqua_Not
SRR23247693	SRR23247693_land_Not
SRR3961733	SRR3961733_aqua_Abundance
SRR19888815	SRR19888815_aqua_Not
SRR12888149	SRR12888149_aqua_Not
SRR15495778	SRR15495778_aqua_Abundance
SRR11400157	SRR11400157_aqua_Not
SRR17191906	SRR17191906_land_Abundance
SRR23684497	SRR23684497_aqua_Abundance
SRR6960541	SRR6960541_land_Not
SRR23986965	SRR23986965_aqua_Not
SRR9691046	SRR9691046_aqua_Abundance
SRR8127612	SRR8127612_land_Abundance
SRR23318465	SRR23318465_aqua_Not
SRR6689522	SRR6689522_land_Not
SRR20746687	SRR20746687_aqua_Abundance
SRR20241866	SRR20241866_aqua_Abundance
SRR8127641	SRR8127641_land_Abundance
SRR23913145	SRR23913145_land_Abundance
SRR4142460	SRR4142460_land_Abundance
SRR14511913	SRR14511913_aqua_Abundance
SRR23315091	SRR23315091_aqua_Abundance
SRR12887797	SRR12887797_aqua_Not
SRR6484324	SRR6484324_land_Abundance
SRR6987548	SRR6987548_land_Not
SRR17191904	SRR17191904_land_Abundance
SRR23913143	SRR23913143_land_Abundance
SRR18694235	SRR18694235_aqua_Abundance
SRR1566862	SRR1566862_aqua_Not
SRR15510189	SRR15510189_aqua_Not
SRR24044307	SRR24044307_land_Abundance
SRR8543712	SRR8543712_land_Not
SRR21860272	SRR21860272_land_Abundance
SRR23684537	SRR23684537_aqua_Abundance
SRR21860270	SRR21860270_land_Abundance
SRR12893486	SRR12893486_aqua_Not
SRR12886643	SRR12886643_aqua_Not
SRR17191907	SRR17191907_land_Abundance
SRR8127615	SRR8127615_land_Abundance
SRR8543695	SRR8543695_land_Not
SRR18106137	SRR18106137_aqua_Not
SRR14458710	SRR14458710_land_Abundance
SRR18469381	SRR18469381_land_Abundance
SRR14301321	SRR14301321_land_Abundance
SRR17710026	SRR17710026_land_Abundance
SRR23247702	SRR23247702_land_Not
SRR8799000	SRR8799000_aqua_Not
SRR24079425	SRR24079425_aqua_Abundance
SRR5209942	SRR5209942_aqua_Abundance
SRR3087216	SRR3087216_land_Not
SRR10375097	SRR10375097_aqua_Not
SRR22505813	SRR22505813_aqua_Not
SRR7082973	SRR7082973_land_Abundance
SRR1806455	SRR1806455_aqua_Not
SRR2080308	SRR2080308_land_Not
SRR23274337	SRR23274337_aqua_Abundance
SRR18694241	SRR18694241_aqua_Abundance
SRR16915474	SRR16915474_land_Abundance
SRR15826902	SRR15826902_aqua_Not
SRR24044323	SRR24044323_land_Abundance
SRR5271163	SRR5271163_land_Not
SRR13122282	SRR13122282_aqua_Not
SRR17041383	SRR17041383_land_Not
SRR23026120	SRR23026120_land_Abundance
SRR13153394	SRR13153394_aqua_Not
SRR17938977	SRR17938977_land_Abundance
SRR12886462	SRR12886462_aqua_Not
SRR2080318	SRR2080318_land_Not
SRR7082975	SRR7082975_land_Abundance
SRR5210214	SRR5210214_aqua_Abundance
SRR24079450	SRR24079450_aqua_Abundance
SRR7082979	SRR7082979_land_Abundance
SRR11343822	SRR11343822_aqua_Not
SRR18694249	SRR18694249_aqua_Abundance
SRR13388586	SRR13388586_aqua_Not
SRR16915478	SRR16915478_land_Abundance
SRR2398527	SRR2398527_aqua_Not
SRR5468416	SRR5468416_aqua_Abundance
SRR17191899	SRR17191899_land_Abundance
SRR1158217	SRR1158217_aqua_Not
SRR18166207	SRR18166207_aqua_Not
SRR12893484	SRR12893484_aqua_Abundance
SRR5271157	SRR5271157_land_Not
SRR21487744	SRR21487744_aqua_Not
SRR17204930	SRR17204930_land_Abundance
SRR23684556	SRR23684556_aqua_Abundance
SRR10420856	SRR10420856_aqua_Not
SRR18694238	SRR18694238_aqua_Abundance
SRR22315506	SRR22315506_land_Abundance
SRR24079455	SRR24079455_aqua_Abundance
SRR23985295	SRR23985295_aqua_Abundance
SRR13153460	SRR13153460_aqua_Abundance
SRR20746694	SRR20746694_aqua_Abundance
SRR23913138	SRR23913138_land_Abundance
SRR152141	SRR152141_aqua_Not
SRR10586132	SRR10586132_land_Abundance
SRR16156450	SRR16156450_aqua_Not
SRR8127593	SRR8127593_land_Abundance
SRR12059194	SRR12059194_aqua_Not
SRR10868577	SRR10868577_land_Not
SRR17036898	SRR17036898_land_Abundance
SRR13153333	SRR13153333_aqua_Abundance
SRR4825699	SRR4825699_land_Not
SRR17752279	SRR17752279_aqua_Not
SRR17710033	SRR17710033_land_Abundance
SRR18064548	SRR18064548_aqua_Not
SRR24079451	SRR24079451_aqua_Abundance
SRR22256704	SRR22256704_aqua_Abundance
SRR9691020	SRR9691020_aqua_Abundance
SRR10420864	SRR10420864_aqua_Not
SRR16637965	SRR16637965_aqua_Not
SRR6056322	SRR6056322_land_Abundance
SRR13515398	SRR13515398_aqua_Not
SRR11837370	SRR11837370_aqua_Abundance
SRR20140222	SRR20140222_aqua_Not
SRR18354917	SRR18354917_aqua_Abundance
SRR17589674	SRR17589674_aqua_Not
SRR21120501	SRR21120501_aqua_Abundance
SRR11582150	SRR11582150_aqua_Not
SRR23026118	SRR23026118_land_Abundance
SRR13512340	SRR13512340_aqua_Not
SRR5271168	SRR5271168_land_Not
SRR2014022	SRR2014022_aqua_Not
SRR3988880	SRR3988880_aqua_Not
SRR22256703	SRR22256703_aqua_Abundance
SRR14454024	SRR14454024_aqua_Abundance
ERR3597788	ERR3597788_land_Not
SRR17204927	SRR17204927_land_Abundance
SRR21619494	SRR21619494_aqua_Not
SRR23651772	SRR23651772_land_Abundance
SRR15214124	SRR15214124_aqua_Not
SRR23985293	SRR23985293_aqua_Abundance
SRR20746688	SRR20746688_aqua_Abundance
SRR17470377	SRR17470377_aqua_Not
