	reference	I	II	III	IV	V	VI	VII	VIII	IX	X	XI	XII	XIII	MHET_I	MHET_II
SRR23913141	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.646327905235626	0.0	0.0	0.0	0.9893492280633183	0.0
SRR17204930	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6982397140732726	0.0	0.0	0.0	3.5063000222721	0.0
ERR1346529	1000.0	0.0	26.59612497318939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11516663	1000.0	0.0	1.308516638465877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8945919916928187	0.0	0.0	0.0	1.6768707482993195	0.0
SRR17204935	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.173268585612085	0.0	0.0	0.0	0.7461561652095267	0.0
SRR22315506	1000.0	0.0	0.0	0.0	0.0	0.048837064337801314	0.0	0.0	0.0	0.0	0.05742380092466748	0.0	0.0	0.0	0.08398230885232619	0.0
SRR17204926	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.87164720613252	0.0	0.0	0.0	0.18090852434041962	0.0
SRR23913144	1000.0	0.08383146231229043	0.9702321526498586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4164576425829803	0.0	0.0	0.0	0.0571920209670922	0.0
SRR17204949	1000.0	0.0	1.093874210123806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7718013766348	0.0	0.0	0.0	0.5777321259251038	0.0
SRR10363848	1000.0	0.0	20.27889903546882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8454298063335535	0.0	0.0	0.0	1.7834567455300703	0.0
SRR7082983	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR12481294	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7391477182381936	0.0	0.0	0.0	0.0	0.0
SRR7082980	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.73151371715247	0.0	0.0	0.0	0.0	0.0
ERR1346484	1000.0	0.0	15.736040609137056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.535714285714286	0.0
SRR17204947	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.571746611710545	0.0	0.0	0.0	0.0	0.0
SRR7082982	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.818010059536412	0.0	0.0	0.0	0.0	0.0
SRR18595299	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18952512891556997	0.0	0.0	0.0	0.0	0.0
SRR10868578	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR10363853	1000.0	0.0	0.7069835838411831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.148328690807798	0.0	0.0	0.0	0.12502312927891657	0.0
SRR9166114	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1890756302521	0.0
SRR7082984	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9762555467395457	0.0	0.0	0.0	1.0469011725293131	0.0
SRR10363850	1000.0	0.0	31.89301493398311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9968449659809977	0.0	0.0	0.0	3.1780696003376696	0.0
SRR17204943	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.42191930146494	0.0	0.0	0.0	0.28754396400124127	0.0
SRR9166105	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.981422165278666	0.0
SRR10363845	1000.0	0.0	1.3388468320971314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.590278111811246	0.0	0.0	0.0	1.4135957512727646	0.0
SRR8449813	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0363270763603785	0.0	0.0	0.0	0.09738843181251557	0.0
SRR22315507	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13449422843235845	0.0	0.0	0.0	0.10635537483653147	0.0
SRR10363841	1000.0	0.33260951987040294	18.2850817268856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.849862561610313	0.0	0.0	0.0	2.0393488424495816	0.0
SRR6484324	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05492221826386414	0.0	0.0	0.0	0.02746110913193207	0.0
SRR17204923	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.293147835575333	0.0	0.0	0.0	0.0	0.0
SRR23913137	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.8534972790001	0.0	0.0	0.0	0.0	0.0
ERR1346528	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.813909774436089	0.0
SRR7082975	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9083845120957976	0.0	0.0	0.0	0.0	0.0
SRR6484325	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0722599796890868	0.0	0.0	0.0	0.06193712544778867	0.0
SRR9166113	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.846374045801526	0.0
SRR6689523	1000.0	0.0	11.181419929073083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9833659491193737	0.0
SRR17204931	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.230753632748868	0.0	0.0	0.0	2.814935064935065	0.0
SRR7082977	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR12481296	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.616300366300366	0.0
SRR17204941	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.664952886280716	0.0	0.0	0.0	0.09543740226290129	0.0
SRR10363844	1000.0	0.0	0.905030421683216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.356139337952271	0.0	0.0	0.0	0.7959419333553283	0.0
SRR17204924	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.242010934250402	0.0	0.0	0.0	0.0	0.0
SRR23913142	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6191945515389001	0.0	0.0	0.0	0.94177642283385	0.0
SRR7082973	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.067222511724857	0.0	0.0	0.0	0.876159044475876	0.0
SRR10868577	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR22315501	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038430084915115625	0.0	0.0	0.0	0.018940541851021273	0.0
SRR17204936	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.07247487297358	0.0	0.0	0.0	0.22403423081580753	0.0
SRR8542065	1000.0	0.0	0.13688473164889065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09831460674157304	0.0	0.0	0.0	0.09630818619582664	0.0
SRR11516664	1000.0	0.0	1.6824334717735732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4103803997421018	0.0	0.0	0.0	5.326704545454544	0.0
SRR8449812	1000.0	0.0	0.11057394718213126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR17204939	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8874465309923067	0.0	0.0	0.0	0.40277008839082873	0.0
SRR9016294	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1561754571958645	0.0
SRR6689529	1000.0	0.0	14.014133572210609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2324929971988794	0.0
SRR19039923	1000.0	0.0	1.4222627335732583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06644536923069	0.0	0.0	0.0	0.3752487837240159	0.0
SRR9166108	1000.0	0.0	13.744631003514254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.846153846153847	0.0	0.0	0.0	1.2087912087912087	0.0
SRR12481295	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.941820282660561	0.0	0.0	0.0	1.1967953578846724	0.0
SRR17204925	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.35209747697107	0.0	0.0	0.0	0.0	0.0
SRR6484322	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR10363846	1000.0	0.1810860664957034	0.878772992740571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.592367331864327	0.0	0.0	0.0	1.0060913261218218	0.0
SRR17204932	1000.0	0.0	0.2714562417913603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.94538888888362	0.0	0.0	0.0	2.032667108495357	0.0
SRR12481293	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11086757	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.13484873011222	0.0	0.0	0.0	0.0	0.0
SRR9166121	1000.0	1.720082328726845	3.3179253041431527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.16030057806817	0.0	0.0	0.0	1.1671987230646448	0.0
SRR23913145	1000.0	0.0	0.4893695805352238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7694326716059456	0.0	0.0	0.0	0.3449245993197935	0.0
SRR22315502	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR7082967	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.500360490266765	0.0	0.0	0.0	0.0	0.0
SRR22315505	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10849244087030725	0.0	0.0	0.0	0.0	0.0
SRR9166115	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.042016806722689	0.0
SRR11516662	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.155980892098892	0.0	0.0	0.0	2.0741150442477876	0.0
SRR7082974	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.49134912354581	0.0	0.0	0.0	0.2856574384628503	0.0
SRR7082965	1000.0	0.0	0.4886261503601403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9499278120488253	0.0	0.0	0.0	0.17189169932312076	0.0
SRR6484787	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9166109	1000.0	0.0	9.223576477498678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.351410494908915	0.0	0.0	1.419566067240031	0.0	0.0
SRR18177719	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR23913143	1000.0	0.3340863258293736	0.9666457143286443	0.0	0.0	0.09887290016757162	0.0	0.0	0.0	0.0	1.2383535285302312	0.0	0.0	0.0	0.5102810037069625	0.0
SRR6689526	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.642049174141528	0.0	0.0	0.0	0.0	0.0
SRR7299214	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8548485506384058	0.0	0.0	0.0	0.0	0.0
SRR10363851	1000.0	0.355214559779985	21.693480381620066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.566063041458626	0.0	0.0	0.0	2.9930948386087297	0.0
SRR17204927	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.282110530297075	0.0	0.0	0.0	2.0072149449791126	0.0
SRR7082968	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.432670077239617	0.0	0.0	0.0	0.0	0.0
SRR11516665	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.169811320754717	0.0	0.0	0.0	65.98382749326144	0.0
SRR6689520	1000.0	0.0	6.0523233112065595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1346530	1000.0	0.0	16.3248730964467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR18595301	1000.0	0.0	0.04736469597954928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23327112769928016	0.0	0.0	0.0	0.18337420015344796	0.0
SRR8357215	1000.0	0.0	0.5655947840223737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8527207075439358	0.0
SRR18177718	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR11516667	1000.0	0.0	0.796516450705093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.184060968777962	0.0	0.0	0.0	2.281653883920278	0.0
SRR10363843	1000.0	0.15430203279493954	13.69136818911443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03256655714549	0.0	0.0	0.0	1.901902726927088	0.0
SRR9166103	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.953304313415115	0.0
SRR17204942	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.80268562811884	0.0	0.0	0.0	0.0883526173369413	0.0
SRR8357216	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49303586835942304	0.0
SRR9166120	1000.0	0.0	9.099338372805706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.98063172637476	0.0	0.0	0.0	2.1397583884730307	0.0
SRR22269315	1000.0	0.0	1.670570801367751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6689519	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.98087967029255	0.0	0.0	0.0	0.6945717953420134	0.0
SRR19039919	1000.0	0.0	2.675777447493506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7636139043717787	0.0	0.0	0.0	0.538126431838225	0.0
SRR17204934	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.387084740902407	0.0	0.0	0.0	0.9367396202813618	0.0
SRR12481297	1000.0	96.95787412099747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR19039921	1000.0	0.18314599024747605	4.94587141175925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.150756260945727	0.0	0.0	0.0	0.6213881811967935	0.0
SRR17204920	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.030971483744814	0.0	0.0	0.0	0.25205169148501616	0.0
SRR22315504	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.296266002764324	0.0	0.0	0.0	0.026745977404998286	0.0
SRR11516666	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0207756232686975	0.0	0.0	0.0	3.7855054302422713	0.0
SRR19039922	1000.0	0.0	2.709519712387007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.406837850601892	0.0	0.0	0.0	0.715519467040068	0.0
SRR17204940	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.870252025698495	0.0	0.0	0.0	0.0	0.0
SRR12481289	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6042415727229478	0.0	0.0	0.0	0.0	0.0
SRR17204944	1000.0	0.0	0.870195794053662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.189693238836384	0.0	0.0	0.0	0.0	0.0
SRR17204945	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.83734581706334	0.0	0.0	0.0	0.10392417692051877	0.0
SRR12481292	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.732845106869033	0.0	0.0	0.0	0.0	0.0
SRR9166117	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.634993446920052	0.0
SRR17204922	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.13968561116225	0.0	0.0	0.0	0.0	0.0
SRR7082970	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR9016298	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2423089713657967	0.0
SRR17204937	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.178712424268944	0.0	0.0	0.0	0.09035929000858858	0.0
SRR7082981	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.786073614549974	0.0	0.0	0.0	0.564206725344166	0.0
SRR9016297	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.435530038823452	0.0
SRR10363847	1000.0	0.0	25.516876668429433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.025723301669877	0.0	0.0	0.15400810979413598	1.6856081250761843	0.0
SRR9166127	1000.0	0.0	6.488049215046896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.926625953952	0.0	0.0	0.0	1.14120151371807	0.0
SRR9166122	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.663631644348524	0.0	0.0	0.0	0.0	0.0
SRR9016293	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69110072149768	0.0
SRR23913140	1000.0	0.1901839846171628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.383111930132557	0.0	0.0	0.0	0.8945033662596422	0.0
SRR17204933	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.292679978297749	0.0	0.0	0.0	0.11237205162438807	0.0
SRR7082971	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.104814057148378	0.0	0.0	0.0	0.8650563773662977	0.0
SRR21836767	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.797897962294112	0.0	0.0	0.0	0.0	0.0
